A,Code,Name,City,Country,LA1,LA2,LA3,LA4,LO1,LO2,LO3,LO4,Alt,Lat,Long
MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,018,025,046,N,069,040,007,W,00018,18.429,-69.669
MDSI,0000,SAN ISIDRO AB,SAN ISIDORO,DOMINICAN REPUBLIC,018,030,013,N,069,045,042,W,00034,18.504,-69.762
MDSJ,0000,0000,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDSM,0000,0000,COTUI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDSO,0000,0000,SANTO DOMINGO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,019,024,033,N,070,036,059,W,00173,19.409,-70.616
MDTD,0000,0000,MONTE PLATA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDVA,0000,0000,LA CALETA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDVV,0000,0000,VILLA VASQUEZ,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDWO,0000,0000,MONTE CRISTI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGBN,0000,BANANERA,BANANERA,GUATEMALA,015,028,024,N,088,050,014,W,00040,15.473,-88.837
MGCB,CBV,COBAN,COBAN,GUATEMALA,015,028,008,N,090,024,024,W,01323,15.469,-90.407
MGCR,0000,0000,CARMELITA,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGCT,0000,0000,COATEPEQUE,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGES,0000,0000,ESQUIPULAS,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGFL,FRS,0000,FLORES,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,014,034,059,N,090,031,039,W,01510,14.583,-90.528
MGHT,0000,0000,HUEHUETENANGO,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGLL,0000,0000,LA LIBERTAD,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGML,0000,0000,MALACATAN,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGMM,0000,0000,MELCHOR DE MENCOS,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGPB,0000,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,015,043,051,N,088,035,001,W,00011,15.731,-88.584
MGPP,0000,POPTUN,POPTUN,GUATEMALA,016,019,034,N,089,025,001,W,00055,16.326,-89.417
MGQC,0000,0000,QUICHE,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MGQZ,0000,QUEZALTENANGO,QUEZALTENANGO,GUATEMALA,014,051,055,N,091,030,007,W,02372,14.865,-91.502
MGRT,0000,RETALHULEU,RETALHULEU,ARGENTINA,014,031,015,N,091,041,050,W,00200,14.521,-91.697
MGSJ,0000,SAN JOSE,SAN JOSE,GUATEMALA,013,056,010,N,090,050,009,W,00009,13.936,-90.836
MGSM,0000,0000,SAN MARCOS,GUATEMALA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHAM,0000,0000,AMAPALA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHCA,0000,0000,CATACAMAS,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHCG,0000,0000,COMAYAGUA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHCH,0000,0000,CHOLUTECA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHCT,0000,0000,PUERTO CASTILLA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHIC,0000,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,017,024,026,N,083,055,057,W,00003,17.407,-83.933
MHJU,0000,0000,JUTICALPA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,015,044,032,N,086,051,012,W,00015,15.742,-86.853
MHLE,0000,0000,LA ESPERANZA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,015,027,009,N,087,055,024,W,00028,15.452,-87.923
MHMA,0000,0000,MARCALA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,016,026,043,N,085,054,023,W,00011,16.445,-85.906
MHNV,0000,0000,NUEVO OCOTEPEQUE,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHOA,0000,0000,OLANCHITO,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHPA,0000,0000,PALMEROLA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHPE,0000,0000,PROGRESO,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,015,015,039,N,083,046,053,W,00008,15.261,-83.781
MHPU,0000,0000,PUERTO CORTEZ,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHRO,RTB,ROATAN,ROATAN,HONDURAS,016,019,000,N,086,031,021,W,00006,16.317,-86.522
MHRU,0000,0000,RUINAS DE COPAN,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHSR,0000,0000,SANTA ROSA DE COPAN,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHSZ,0000,0000,SANTA BARBARA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MHTE,TEA,TELA,TELA,HONDURAS,015,046,033,N,087,028,032,W,00003,15.776,-87.476
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,014,003,039,N,087,013,001,W,01005,14.061,-87.217
MHTJ,0000,TRUJILLO,TRUJILLO,HONDURAS,015,055,036,N,085,056,017,W,00004,15.927,-85.938
MHUT,UII,0000,UTILA,HONDURAS,000,000,000,U,000,000,000,U,00000,0.000,0.000
MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,018,024,015,N,076,058,008,W,00028,18.404,-76.969
MKJK,0000,0000,KINGSTON ACC/FIC,JAMAICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,017,056,008,N,076,047,015,W,00004,17.936,-76.787
MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,018,030,013,N,077,054,048,W,00002,18.504,-77.913
MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,018,011,055,N,076,032,004,W,00007,18.199,-76.534
MKNG,NEG,0000,NEGRIL,JAMAICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,017,059,018,N,076,049,025,W,00005,17.988,-76.824
MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,016,045,024,N,099,045,012,W,00005,16.757,-99.753
MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,025,051,056,N,100,014,014,W,00449,25.866,-100.237
MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,021,042,019,N,102,019,004,W,01863,21.705,-102.318
MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,015,046,029,N,096,015,039,W,00143,15.775,-96.261
MMCA,0000,0000,CANANEA,MEXICO,000,000,000,U,000,000,000,U,00000,0.000,0.000
MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,018,050,006,N,099,015,043,W,01300,18.835,-99.262
MMCC,0000,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,BRAZIL,029,019,055,N,100,058,051,W,00296,29.332,-100.981
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,018,039,013,N,091,047,056,W,00004,18.654,-91.799
MMCG,0000,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,MEXICO,030,023,050,N,107,052,029,W,01479,30.397,-107.875
MMCH,0000,CHILPANCINGO,CHILPANCINGO,MEXICO,017,034,025,N,099,030,051,W,01280,17.574,-99.514
MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,024,045,052,N,107,028,028,W,00033,24.764,-107.474
MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,018,030,016,N,088,019,036,W,00015,18.504,-88.327
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,027,023,033,N,109,049,059,W,00075,27.392,-109.833
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,019,049,000,N,090,030,001,W,00010,19.817,-90.500
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,031,038,010,N,106,025,043,W,01172,31.636,-106.429
MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,028,042,010,N,105,057,052,W,01361,28.703,-105.964
MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,023,042,014,N,098,057,023,W,00239,23.704,-98.956
MMCY,0000,CELAYA,CELAYA,MEXICO,020,032,045,N,100,053,011,W,01741,20.546,-100.886
MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,020,031,020,N,086,055,032,W,00005,20.522,-86.926
MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,022,044,025,N,099,001,005,W,00104,22.740,-99.018
MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,024,007,027,N,104,031,040,W,01860,24.124,-104.528
MMEP,TPQ,TEPIC,TEPIC,MEXICO,021,025,010,N,104,050,033,W,00919,21.419,-104.843
MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,031,047,043,N,116,036,009,W,00021,31.795,-116.602
MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,020,031,018,N,103,018,040,W,01528,20.522,-103.311
MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,027,058,008,N,110,055,030,W,00028,27.969,-110.925
MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,018,029,049,N,097,025,011,W,01680,18.497,-97.420
MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,MEXICO,029,005,045,N,111,002,052,W,00197,29.096,-111.048
MMIA,CLQ,COLIMA,COLIMA,MEXICO,019,016,037,N,103,034,038,W,00723,19.277,-103.577
MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,021,014,042,N,086,044,023,W,00003,21.245,-86.740
MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,025,032,058,N,100,055,043,W,01457,25.549,-100.929
MMIT,0000,IXTEPEC,IZTEPEC,MEXICO,016,026,057,N,095,005,037,W,00025,16.449,-95.094
MMJA,0000,LENCERO,JALAPA,MEXICO,019,028,030,N,096,047,051,W,00954,19.475,-96.797
MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,MEXICO,018,000,006,N,102,013,013,W,00012,18.002,-102.220
MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,MEXICO,025,041,006,N,109,004,050,W,00005,25.685,-109.081
MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,020,059,036,N,101,028,051,W,01820,20.993,-101.481
MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,024,004,021,N,110,021,044,W,00028,24.072,-110.362
MMLT,LTO,LORETO INTERNATIONAL,LORETO,MEXICO,025,059,021,N,111,020,054,W,00004,25.989,-111.348
MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MEXICO,025,046,011,N,097,031,031,W,00008,25.770,-97.525
MMMD,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,MERIDA,MEXICO,020,056,013,N,089,039,027,W,00011,20.937,-89.657
MMML,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,MEXICALI,MEXICO,032,037,050,N,115,014,029,W,00022,32.631,-115.241
MMMM,MLM,GENERAL FRANCISCO J MUJICA,MORELIA,MEXICO,019,050,059,N,101,001,031,W,01834,19.850,-101.025
MMMT,MTT,MINATITLAN,MINATITLAN,MEXICO,018,006,012,N,094,034,050,W,00011,18.103,-94.581
MMMV,LOV,MONCLOVA INTERNATIONAL,MONCLOVA,MEXICO,026,057,020,N,101,028,012,W,00566,26.956,-101.470
MMMX,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,019,026,010,N,099,004,019,W,02230,19.436,-99.072
MMMY,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,MONTERREY,MEXICO,025,046,042,N,100,006,024,W,00388,25.778,-100.107
MMMZ,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,MAZATLAN,MEXICO,023,009,040,N,106,015,057,W,00012,23.161,-106.266
MMNG,NOG,NOGALES INTERNATIONAL,NOGALES,MEXICO,031,013,033,N,110,058,032,W,01217,31.226,-110.976
MMNL,NLD,QUETZALCOATL INTERNATIONAL,NUEVO LAREDO,MEXICO,027,026,038,N,099,034,013,W,00149,27.444,-99.570
MMNU,0000,0000,NAUTLA,MEXICO,000,000,000,U,000,000,000,U,00000,0.000,0.000
MMOX,OAX,XOXOCOTLAN INTERNATIONAL,OAXACA,MEXICO,016,059,059,N,096,043,035,W,01528,17.000,-96.726
MMPA,PAZ,TAJIN,POZA RICO,MEXICO,020,036,009,N,097,027,039,W,00139,20.603,-97.461
MMPB,PBC,HERMANOS SERDAN INTERNATIONAL,PUEBLA,MEXICO,019,009,029,N,098,022,017,W,02250,19.158,-98.371
MMPC,PCA,INGENIERO JUAN GUILLERMO VILLASANA,PACHUCA,MEXICO,020,004,038,N,098,046,056,W,02317,20.077,-98.782
MMPE,PPE,PUNTA PENASCO,PUNTA PENASCO,MEXICO,031,021,006,N,113,031,032,W,00010,31.352,-113.526
MMPG,PDS,PIEDRAS NEGRAS INTERNATIONAL,PIEDRAS NEGRAS,MEXICO,028,037,038,N,100,032,006,W,00274,28.627,-100.535
MMPN,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO,019,023,048,N,102,002,021,W,01593,19.397,-102.039
MMPR,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,PUERTO VALLARTA,MEXICO,020,040,048,N,105,015,015,W,00007,20.680,-105.254
MMPS,PXM,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO,015,052,036,N,097,005,020,W,00089,15.877,-97.089
MMQT,QRO,INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL,QUERETARO,MEXICO,020,037,026,N,100,022,007,W,01970,20.624,-100.369
MMRX,REX,GENERAL LUCIO BLANCO INTERNATIONAL,REYNOSA,MEXICO,026,000,032,N,098,013,042,W,00040,26.009,-98.228
MMSD,SJD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,023,009,006,N,109,043,015,W,00110,23.152,-109.721
MMSF,0000,SAN FELIPE,SAN FILIPE,MEXICO,030,055,048,N,114,048,031,W,00046,30.930,-114.809
MMSM,0000,0000,SANTA LUCIA,MEXICO,000,000,000,U,000,000,000,U,00000,0.000,0.000
MMSP,SLP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,022,015,015,N,100,055,050,W,01851,22.254,-100.931
MMTA,TXA,TLAXCALA,TLAXCALA,MEXICO,019,032,011,N,098,010,024,W,02509,19.536,-98.173
MMTB,0000,0000,TUXTLA GUTIERREZ,MEXICO,000,000,000,U,000,000,000,U,00000,0.000,0.000
MMTC,TRC,TORREON INTERNATIONAL,TORREON,MEXICO,025,034,005,N,103,024,038,W,01126,25.568,-103.411
MMTG,TGZ,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,016,046,010,N,093,020,029,W,01052,16.769,-93.341
MMTJ,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,032,032,027,N,116,058,012,W,00153,32.541,-116.970
MMTM,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,022,017,047,N,097,051,057,W,00025,22.296,-97.866
MMTN,TSL,TAMUIN,TAMUIN,MEXICO,022,002,017,N,098,048,023,W,00050,22.038,-98.806
MMTO,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,019,020,013,N,099,033,057,W,02578,19.337,-99.566
MMTP,TAP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,014,047,039,N,092,022,012,W,00036,14.794,-92.370
MMTQ,0000,0000,TEQUESQUITENGO,MEXICO,000,000,000,U,000,000,000,U,00000,0.000,0.000
MMTX,0000,ZAPOTILTIC,TUXPAN,MEXICO,019,035,054,N,103,022,019,W,01225,19.598,-103.372
MMUN,CUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,021,002,011,N,086,052,037,W,00007,21.036,-86.877
MMVA,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,017,059,049,N,092,049,002,W,00014,17.997,-92.817
MMVR,VER,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,019,008,043,N,096,011,013,W,00033,19.145,-96.187
MMZC,ZCL,GENERAL LEOBARDO C RUIZ INTERNATIONAL,ZACATECAS,MEXICO,022,053,049,N,102,041,012,W,02141,22.897,-102.687
MMZH,ZIH,IXTAPA ZIHUATANEJO INTERNATIONAL,ZIHUATANEJO,MEXICO,017,036,005,N,101,027,037,W,00007,17.601,-101.460
MMZM,ZMM,ZAMORA,ZAMORA,MEXICO,020,002,042,N,102,016,033,W,01567,20.045,-102.276
MMZO,ZLO,PLAYA DE ORO INTERNATIONAL,MANZANILLO,MEXICO,019,008,041,N,104,033,031,W,00011,19.145,-104.559
MMZP,0000,ZAPOPAN,ZAPOPAN,MEXICO,020,045,021,N,103,027,055,W,01626,20.756,-103.465
MNBL,BEF,BLUEFIELDS,BLUEFIELDS,NICARAGUA,011,059,020,N,083,046,027,W,00027,11.989,-83.774
MNBR,0000,LOS BRASILES,LOS BRASILES,NICARAGUA,012,011,022,N,086,021,014,W,00080,12.189,-86.354
MNBZ,0000,0000,BONANZA,NICARAGUA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MNCH,0000,0000,CHINANDEGA,NICARAGUA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MNCI,0000,0000,CORN ISLAND,NICARAGUA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MNLN,0000,FANOR URROZ,LEON,NICARAGUA,012,025,040,N,086,054,008,W,00100,12.428,-86.902
MNMG,MGA,MANAGUA INTERNATIONAL,MANAGUA,NICARAGUA,012,008,028,N,086,010,005,W,00060,12.141,-86.168
MNPC,PUZ,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,014,002,049,N,083,023,012,W,00016,14.047,-83.387
MNSC,0000,0000,SAN CARLOS,NICARAGUA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MNSI,SIU,0000,SIUNA,NICARAGUA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MPBO,BOC,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,009,020,027,N,082,015,003,W,00004,9.341,-82.251
MPCF,0000,0000,CAMPO DE FRANCIA,PANAMA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MPCH,CHX,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,009,027,031,N,082,031,000,W,00006,9.459,-82.517
MPDA,DAV,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,008,023,027,N,082,026,005,W,00028,8.391,-82.435
MPHO,HOW,HOWARD AFB,HOWARD,PANAMA,008,054,052,N,079,035,058,W,00016,8.914,-79.599
MPJE,0000,JAQUE,JAQUE,PANAMA,007,031,002,N,078,009,024,W,00010,7.517,-78.157
MPLP,0000,CAP RAMON XATRUCH,LA PALMA,PANAMA,008,024,024,N,078,008,030,W,00010,8.407,-78.142
MPMG,PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,008,058,024,N,079,033,020,W,00010,8.973,-79.556
MPNU,0000,0000,LOS SANTOS,PANAMA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MPOA,0000,0000,PUERTO OBALDIA,PANAMA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MPSA,0000,RUBEN CANTU,SANTIAGO,PANAMA,008,005,008,N,080,056,042,W,00083,8.086,-80.945
MPTO,PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,009,004,016,N,079,023,000,W,00042,9.071,-79.383
MPVR,0000,0000,EL PORVENIR,PANAMA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MPWN,0000,0000,SAN BLAS,PANAMA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRAD,0000,0000,AERODAMAS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRAJ,0000,0000,ARANJUEZ,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRAM,0000,0000,AMUBRI,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRAR,0000,0000,ATIRRO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRAT,0000,0000,ALTAMIRA DE SAN CARLOS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBA,0000,BUENOS AIRES,BUENOS AIRES,COSTA RICA,009,010,001,N,083,019,057,W,00371,9.167,-83.332
MRBB,0000,0000,BABILONIA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBC,0000,BARRA DEL COLORADO,BARRA DEL COLORADO,COSTA RICA,010,046,007,N,083,035,009,W,00004,10.769,-83.586
MRBM,0000,0000,BREMEN,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBN,0000,0000,BATAAN,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBO,0000,0000,BOCA NARANJO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBP,0000,0000,BARRA DE PARISMINA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRBT,0000,0000,BARRA DE TORTUGUERO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCA,0000,0000,CANAS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCC,OTR,COTO 47,COTO 47,COSTA RICA,008,036,004,N,082,058,012,W,00008,8.601,-82.970
MRCD,0000,0000,CALEDONIA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCE,0000,0000,CARATE,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCH,0000,0000,CHACARITA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCI,0000,0000,CIRUELAS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCR,0000,0000,CARILLO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRCV,0000,CABO VELAS,CABO VELAS,COSTA RICA,010,021,020,N,085,051,010,W,00011,10.356,-85.853
MRCZ,0000,0000,CARRIZAL,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRDD,0000,0000,DON DIEGO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRDK,0000,0000,DRAKE,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRDO,0000,0000,DIECICHO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MREA,0000,0000,ESTERO AZUL,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MREC,0000,EL CARMEN,EL CARMEN,COSTA RICA,010,012,007,N,083,028,019,W,00018,10.202,-83.472
MRER,0000,0000,EL RON RON,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRET,0000,0000,ESTERILLOS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRFD,0000,0000,FINCA DELICIAS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRFI,0000,NUEVO PALMAR SUR,FINCA 10,COSTA RICA,008,054,058,N,083,030,026,W,00005,8.916,-83.507
MRFL,0000,0000,FLAMENGO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRFP,0000,0000,FINCA LA PROMESA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRFS,0000,FINCA 63,FINCA 63,COSTA RICA,008,039,009,N,083,003,055,W,00011,8.652,-83.065
MRGA,0000,0000,GARZA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRGF,GLF,GOLFITO,GOLFITO,COSTA RICA,008,039,014,N,083,010,055,W,00015,8.654,-83.182
MRGP,0000,GUAPILES,GUAPILES,COSTA RICA,010,013,002,N,083,047,041,W,00270,10.217,-83.795
MRGT,0000,0000,GUATUSO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRGU,0000,0000,GUANACASTE,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRHG,0000,0000,HACIENDA RANCHO GRANDE,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRHJ,0000,0000,HACIENDA JAO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRHO,0000,0000,HACIENDA RIO CUARTO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRHP,0000,0000,HACIENDA PLATANAR,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRHS,0000,0000,HACIENDA LA SUERTE,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRIP,0000,0000,IMPERIO,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLA,0000,0000,LA ZAMPONA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLB,LIR,DANIEL ODUBER QUIROS INTERNATIONAL,LIBERIA,COSTA RICA,010,035,035,N,085,032,039,W,00083,10.593,-85.544
MRLC,0000,LOS CHILES,LOS CHILES,COSTA RICA,011,002,007,N,084,042,022,W,00036,11.035,-84.706
MRLE,0000,0000,LAUREL,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLF,0000,0000,LA FLOR,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLG,0000,0000,LA GARROBA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLI,0000,0000,LA LIGIA,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
MRLL,0000,0000,LAS LOMAS,COSTA RICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
